CCAA,FECHA,CASOS,PCR+,TestAc+,Hospitalizados,UCI,Fallecidos,New_Hosp,New_UCI,New_Fallecidos
AN,20/2/2020,0,0,,,,,,,
AR,20/2/2020,0,0,,,,,,,
AS,20/2/2020,0,0,,,,,,,
IB,20/2/2020,0,1,,,,,,,
CN,20/2/2020,0,1,,,,,,,
CB,20/2/2020,0,0,,,,,,,
CM,20/2/2020,0,0,,,,,,,
CL,20/2/2020,0,0,,,,,,,
CT,20/2/2020,0,0,,,,,,,
VC,20/2/2020,26,0,,26,0,,,,
EX,20/2/2020,0,0,,,,,,,
GA,20/2/2020,0,0,,,,,,,
MD,20/2/2020,0,1,,,,,,,
MC,20/2/2020,0,0,,,,,,,
NC,20/2/2020,0,0,,,,,,,
PV,20/2/2020,0,0,,,,,,,
RI,20/2/2020,0,0,,,,,,,
CE,20/2/2020,0,0,,,,,,,
ML,20/2/2020,0,0,,,,,,,
AN,21/2/2020,0,0,,,,,0,0,0
AR,21/2/2020,0,0,,,,,0,0,0
AS,21/2/2020,0,0,,,,,0,0,0
IB,21/2/2020,0,1,,,,,0,0,0
CN,21/2/2020,0,1,,,,,0,0,0
CB,21/2/2020,0,0,,,,,0,0,0
CM,21/2/2020,0,0,,,,,0,0,0
CL,21/2/2020,0,0,,,,,0,0,0
CT,21/2/2020,0,0,,,,,0,0,0
VC,21/2/2020,31,0,,30,1,,4,1,0
EX,21/2/2020,0,0,,,,,0,0,0
GA,21/2/2020,0,0,,,,,0,0,0
MD,21/2/2020,0,1,,,,,0,0,0
MC,21/2/2020,0,0,,,,,0,0,0
NC,21/2/2020,0,0,,,,,0,0,0
PV,21/2/2020,0,0,,,,,0,0,0
RI,21/2/2020,0,0,,,,,0,0,0
CE,21/2/2020,0,0,,,,,0,0,0
ML,21/2/2020,0,0,,,,,0,0,0
AN,22/2/2020,0,0,,,,,0,0,0
AR,22/2/2020,0,0,,,,,0,0,0
AS,22/2/2020,0,0,,,,,0,0,0
IB,22/2/2020,0,1,,,,,0,0,0
CN,22/2/2020,0,1,,,,,0,0,0
CB,22/2/2020,0,0,,,,,0,0,0
CM,22/2/2020,0,0,,,,,0,0,0
CL,22/2/2020,0,0,,,,,0,0,0
CT,22/2/2020,0,0,,,,,0,0,0
VC,22/2/2020,34,0,,33,1,,3,0,0
EX,22/2/2020,0,0,,,,,0,0,0
GA,22/2/2020,0,0,,,,,0,0,0
MD,22/2/2020,0,1,,,,,0,0,0
MC,22/2/2020,0,0,,,,,0,0,0
NC,22/2/2020,0,0,,,,,0,0,0
PV,22/2/2020,0,0,,,,,0,0,0
RI,22/2/2020,0,0,,,,,0,0,0
CE,22/2/2020,0,0,,,,,0,0,0
ML,22/2/2020,0,0,,,,,0,0,0
AN,23/2/2020,0,0,,,,,0,0,0
AR,23/2/2020,0,0,,,,,0,0,0
AS,23/2/2020,0,0,,,,,0,0,0
IB,23/2/2020,0,1,,,,,0,0,0
CN,23/2/2020,0,1,,,,,0,0,0
CB,23/2/2020,0,0,,,,,0,0,0
CM,23/2/2020,0,0,,,,,0,0,0
CL,23/2/2020,0,0,,,,,0,0,0
CT,23/2/2020,0,0,,,,,0,0,0
VC,23/2/2020,40,0,,38,2,,5,1,0
EX,23/2/2020,0,0,,,,,0,0,0
GA,23/2/2020,0,0,,,,,0,0,0
MD,23/2/2020,0,1,,,,,0,0,0
MC,23/2/2020,0,0,,,,,0,0,0
NC,23/2/2020,0,0,,,,,0,0,0
PV,23/2/2020,0,0,,,,,0,0,0
RI,23/2/2020,0,0,,,,,0,0,0
CE,23/2/2020,0,0,,,,,0,0,0
ML,23/2/2020,0,0,,,,,0,0,0
AN,24/2/2020,0,0,,,,,0,0,0
AR,24/2/2020,0,0,,,,,0,0,0
AS,24/2/2020,0,0,,,,,0,0,0
IB,24/2/2020,0,1,,,,,0,0,0
CN,24/2/2020,0,2,,,,,0,0,0
CB,24/2/2020,0,0,,,,,0,0,0
CM,24/2/2020,0,0,,,,,0,0,0
CL,24/2/2020,0,0,,,,,0,0,0
CT,24/2/2020,0,0,,,,,0,0,0
VC,24/2/2020,51,0,,49,2,,11,0,0
EX,24/2/2020,0,0,,,,,0,0,0
GA,24/2/2020,0,0,,,,,0,0,0
MD,24/2/2020,0,1,,,,,0,0,0
MC,24/2/2020,0,0,,,,,0,0,0
NC,24/2/2020,0,0,,,,,0,0,0
PV,24/2/2020,0,0,,,,,0,0,0
RI,24/2/2020,0,0,,,,,0,0,0
CE,24/2/2020,0,0,,,,,0,0,0
ML,24/2/2020,0,0,,,,,0,0,0
AN,25/2/2020,0,0,,,,,0,0,0
AR,25/2/2020,0,0,,,,,0,0,0
AS,25/2/2020,0,0,,,,,0,0,0
IB,25/2/2020,0,1,,,,,0,0,0
CN,25/2/2020,0,5,,,,,0,0,0
CB,25/2/2020,0,0,,,,,0,0,0
CM,25/2/2020,0,0,,,,,0,0,0
CL,25/2/2020,0,0,,,,,0,0,0
CT,25/2/2020,0,1,,,,,0,0,0
VC,25/2/2020,60,1,,58,2,,9,0,0
EX,25/2/2020,0,0,,,,,0,0,0
GA,25/2/2020,0,0,,,,,0,0,0
MD,25/2/2020,0,2,,,,,0,0,0
MC,25/2/2020,0,0,,,,,0,0,0
NC,25/2/2020,0,0,,,,,0,0,0
PV,25/2/2020,0,0,,,,,0,0,0
RI,25/2/2020,0,0,,,,,0,0,0
CE,25/2/2020,0,0,,,,,0,0,0
ML,25/2/2020,0,0,,,,,0,0,0
AN,26/2/2020,0,1,,,,,0,0,0
AR,26/2/2020,0,0,,,,,0,0,0
AS,26/2/2020,0,0,,,,,0,0,0
IB,26/2/2020,0,1,,,,,0,0,0
CN,26/2/2020,0,6,,,,,0,0,0
CB,26/2/2020,0,0,,,,,0,0,0
CM,26/2/2020,0,0,,,,,0,0,0
CL,26/2/2020,0,0,,,,,0,0,0
CT,26/2/2020,0,2,,,,,0,0,0
VC,26/2/2020,66,2,,63,3,,5,1,0
EX,26/2/2020,0,0,,,,,0,0,0
GA,26/2/2020,0,0,,,,,0,0,0
MD,26/2/2020,0,6,,,,,0,0,0
MC,26/2/2020,0,0,,,,,0,0,0
NC,26/2/2020,0,0,,,,,0,0,0
PV,26/2/2020,0,0,,,,,0,0,0
RI,26/2/2020,0,0,,,,,0,0,0
CE,26/2/2020,0,0,,,,,0,0,0
ML,26/2/2020,0,0,,,,,0,0,0
AN,27/2/2020,0,6,,,,,0,0,0
AR,27/2/2020,0,0,,,,,0,0,0
AS,27/2/2020,0,0,,,,,0,0,0
IB,27/2/2020,0,1,,,,,0,0,0
CN,27/2/2020,0,6,,,,,0,0,0
CB,27/2/2020,0,0,,,,,0,0,0
CM,27/2/2020,0,0,,,,,0,0,0
CL,27/2/2020,0,2,,,,,0,0,0
CT,27/2/2020,0,3,,,,,0,0,0
VC,27/2/2020,76,8,,73,3,,10,0,0
EX,27/2/2020,0,0,,,,,0,0,0
GA,27/2/2020,0,0,,,,,0,0,0
MD,27/2/2020,0,10,,,,,0,0,0
MC,27/2/2020,0,0,,,,,0,0,0
NC,27/2/2020,0,0,,,,,0,0,0
PV,27/2/2020,0,0,,,,,0,0,0
RI,27/2/2020,0,0,,,,,0,0,0
CE,27/2/2020,0,0,,,,,0,0,0
ML,27/2/2020,0,0,,,,,0,0,0
AN,28/2/2020,0,8,,,,,0,0,0
AR,28/2/2020,0,0,,,,,0,0,0
AS,28/2/2020,0,0,,,,,0,0,0
IB,28/2/2020,0,2,,,,,0,0,0
CN,28/2/2020,0,6,,,,,0,0,0
CB,28/2/2020,0,0,,,,,0,0,0
CM,28/2/2020,0,0,,,,,0,0,0
CL,28/2/2020,0,2,,,,,0,0,0
CT,28/2/2020,0,5,,,,,0,0,0
VC,28/2/2020,81,10,,78,3,,5,0,0
EX,28/2/2020,0,0,,,,,0,0,0
GA,28/2/2020,0,0,,,,,0,0,0
MD,28/2/2020,0,20,,,,,0,0,0
MC,28/2/2020,0,0,,,,,0,0,0
NC,28/2/2020,0,0,,,,,0,0,0
PV,28/2/2020,0,2,,,,,0,0,0
RI,28/2/2020,0,0,,,,,0,0,0
CE,28/2/2020,0,0,,,,,0,0,0
ML,28/2/2020,0,0,,,,,0,0,0
AN,29/2/2020,0,12,,,,,0,0,0
AR,29/2/2020,0,0,,,,,0,0,0
AS,29/2/2020,1,1,,0,1,0,0,1,0
IB,29/2/2020,0,2,,,,,0,0,0
CN,29/2/2020,0,7,,,,,0,0,0
CB,29/2/2020,0,1,,,,,0,0,0
CM,29/2/2020,0,1,,,,,0,0,0
CL,29/2/2020,0,3,,,,,0,0,0
CT,29/2/2020,0,6,,,,,0,0,0
VC,29/2/2020,88,15,,85,3,,7,0,0
EX,29/2/2020,0,4,,,,,0,0,0
GA,29/2/2020,0,0,,,,,0,0,0
MD,29/2/2020,0,27,,,,,0,0,0
MC,29/2/2020,0,0,,,,,0,0,0
NC,29/2/2020,0,1,,,,,0,0,0
PV,29/2/2020,0,3,,,,,0,0,0
RI,29/2/2020,0,0,,,,,0,0,0
CE,29/2/2020,0,0,,,,,0,0,0
ML,29/2/2020,0,0,,,,,0,0,0
AN,1/3/2020,0,12,,,,,0,0,0
AR,1/3/2020,0,0,,,,,0,0,0
AS,1/3/2020,1,1,,0,1,0,0,0,0
IB,1/3/2020,0,2,,,,,0,0,0
CN,1/3/2020,0,7,,,,,0,0,0
CB,1/3/2020,0,10,,,,,0,0,0
CM,1/3/2020,0,3,,,,,0,0,0
CL,1/3/2020,0,3,,,,,0,0,0
CT,1/3/2020,0,15,,,,,0,0,0
VC,1/3/2020,91,15,,88,3,,3,0,0
EX,1/3/2020,0,6,,,,,0,0,0
GA,1/3/2020,0,0,,,,,0,0,0
MD,1/3/2020,0,53,,,,,0,0,0
MC,1/3/2020,0,0,,,,,0,0,0
NC,1/3/2020,0,1,,,,,0,0,0
PV,1/3/2020,0,9,,,,,0,0,0
RI,1/3/2020,0,1,,,,,0,0,0
CE,1/3/2020,0,0,,,,,0,0,0
ML,1/3/2020,0,0,,,,,0,0,0
AN,2/3/2020,0,12,,,,,0,0,0
AR,2/3/2020,0,0,,,,,0,0,0
AS,2/3/2020,2,1,,1,1,0,1,0,0
IB,2/3/2020,0,2,,,,,0,0,0
CN,2/3/2020,0,7,,,,,0,0,0
CB,2/3/2020,0,10,,,,,0,0,0
CM,2/3/2020,0,7,,,,,0,0,0
CL,2/3/2020,0,8,,,,,0,0,0
CT,2/3/2020,0,15,,,,,0,0,0
VC,2/3/2020,96,15,,93,3,,5,0,0
EX,2/3/2020,0,6,,,,,0,0,0
GA,2/3/2020,0,0,,,,,0,0,0
MD,2/3/2020,0,96,,,,,0,0,0
MC,2/3/2020,0,0,,,,,0,0,0
NC,2/3/2020,0,1,,,,,0,0,0
PV,2/3/2020,0,13,,,,,0,0,0
RI,2/3/2020,0,2,,,,,0,0,0
CE,2/3/2020,0,0,,,,,0,0,0
ML,2/3/2020,0,0,,,,,0,0,0
AN,3/3/2020,0,12,,,,,0,0,0
AR,3/3/2020,0,0,,,,,0,0,0
AS,3/3/2020,2,2,,1,1,0,0,0,0
IB,3/3/2020,0,5,,,,,0,0,0
CN,3/3/2020,0,7,,,,,0,0,0
CB,3/3/2020,0,10,,,,,0,0,0
CM,3/3/2020,0,12,,,,,0,0,0
CL,3/3/2020,0,11,,,,,0,0,0
CT,3/3/2020,0,15,,,,,0,0,0
VC,3/3/2020,110,19,,105,5,,12,2,0
EX,3/3/2020,0,6,,,,,0,0,0
GA,3/3/2020,0,1,,,,,0,0,0
MD,3/3/2020,0,142,,,,,0,0,0
MC,3/3/2020,0,0,,,,,0,0,0
NC,3/3/2020,0,3,,,,,0,0,0
PV,3/3/2020,0,17,,,,,0,0,0
RI,3/3/2020,0,7,,,,,0,0,0
CE,3/3/2020,0,0,,,,,0,0,0
ML,3/3/2020,0,0,,,,,0,0,0
AN,4/3/2020,0,12,,,,,0,0,0
AR,4/3/2020,0,1,,,,,0,0,0
AS,4/3/2020,2,4,,1,1,0,0,0,0
IB,4/3/2020,0,6,,,,,0,0,0
CN,4/3/2020,0,8,,,,,0,0,0
CB,4/3/2020,0,10,,,,,0,0,0
CM,4/3/2020,0,13,,,,,0,0,0
CL,4/3/2020,0,11,,,,,0,0,0
CT,4/3/2020,0,24,,,,,0,0,0
VC,4/3/2020,123,19,,117,6,,12,1,0
EX,4/3/2020,0,6,,,,,0,0,0
GA,4/3/2020,0,1,,,,,0,0,0
MD,4/3/2020,0,199,,,,,0,0,0
MC,4/3/2020,0,0,,,,,0,0,0
NC,4/3/2020,0,3,,,,,0,0,0
PV,4/3/2020,0,17,,,,,0,0,0
RI,4/3/2020,0,17,,,,,0,0,0
CE,4/3/2020,0,0,,,,,0,0,0
ML,4/3/2020,0,0,,,,,0,0,0
AN,5/3/2020,0,21,,,,,0,0,0
AR,5/3/2020,0,1,,,,,0,0,0
AS,5/3/2020,5,4,,4,1,0,3,0,0
IB,5/3/2020,0,6,,,,,0,0,0
CN,5/3/2020,0,11,,,,,0,0,0
CB,5/3/2020,0,10,,,,,0,0,0
CM,5/3/2020,0,15,,,,,0,0,0
CL,5/3/2020,0,14,,,,,0,0,0
CT,5/3/2020,0,24,,,,,0,0,0
VC,5/3/2020,138,30,,130,8,,13,2,0
EX,5/3/2020,0,6,,,,,0,0,0
GA,5/3/2020,0,3,,,,,0,0,0
MD,5/3/2020,0,311,,,,,0,0,0
MC,5/3/2020,0,0,,,,,0,0,0
NC,5/3/2020,0,3,,,,,0,0,0
PV,5/3/2020,0,45,,,,,0,0,0
RI,5/3/2020,0,29,,,,,0,0,0
CE,5/3/2020,0,0,,,,,0,0,0
ML,5/3/2020,0,0,,,,,0,0,0
AN,6/3/2020,0,27,,,,,0,0,0
AR,6/3/2020,0,5,,,,,0,0,0
AS,6/3/2020,5,7,,4,1,0,0,0,0
IB,6/3/2020,0,6,,,,,0,0,0
CN,6/3/2020,0,11,,,,,0,0,0
CB,6/3/2020,0,10,,,,,0,0,0
CM,6/3/2020,0,15,,,,,0,0,0
CL,6/3/2020,0,14,,,,,0,0,0
CT,6/3/2020,0,24,,,,,0,0,0
VC,6/3/2020,146,30,,138,8,,8,0,0
EX,6/3/2020,0,6,,,,,0,0,0
GA,6/3/2020,0,3,,,,,0,0,0
MD,6/3/2020,0,515,,,,,0,0,0
MC,6/3/2020,0,0,,,,,0,0,0
NC,6/3/2020,0,3,,,,,0,0,0
PV,6/3/2020,0,45,,,,,0,0,0
RI,6/3/2020,0,47,,,,,0,0,0
CE,6/3/2020,0,0,,,,,0,0,0
ML,6/3/2020,0,0,,,,,0,0,0
AN,7/3/2020,0,34,,,,,0,0,0
AR,7/3/2020,0,5,,,,,0,0,0
AS,7/3/2020,5,8,,4,1,0,0,0,0
IB,7/3/2020,0,8,,,,,0,0,0
CN,7/3/2020,0,17,,,,,0,0,0
CB,7/3/2020,0,12,,,,,0,0,0
CM,7/3/2020,0,15,,,,,0,0,0
CL,7/3/2020,0,22,,,,,0,0,0
CT,7/3/2020,0,49,,,,,0,0,0
VC,7/3/2020,155,37,,146,9,,8,1,0
EX,7/3/2020,0,6,,,,,0,0,0
GA,7/3/2020,0,5,,,,,0,0,0
MD,7/3/2020,0,738,,,,,0,0,0
MC,7/3/2020,0,1,,,,,0,0,0
NC,7/3/2020,0,3,,,,,0,0,0
PV,7/3/2020,0,70,,,,,0,0,0
RI,7/3/2020,0,70,,,,,0,0,0
CE,7/3/2020,0,0,,,,,0,0,0
ML,7/3/2020,0,0,,,,,0,0,0
AN,8/3/2020,1,54,,,1,0,0,1,0
AR,8/3/2020,6,7,,,3,3,0,3,3
AS,8/3/2020,8,10,,7,1,0,3,0,0
IB,8/3/2020,1,11,,,1,0,0,1,0
CN,8/3/2020,0,22,,,0,0,0,0,0
CB,8/3/2020,0,12,,,0,0,0,0,0
CM,8/3/2020,23,26,,21,2,0,21,2,0
CL,8/3/2020,2,23,,,2,0,0,2,0
CT,8/3/2020,23,59,,16,5,2,16,5,2
VC,8/3/2020,163,37,,153,9,1,7,0,1
EX,8/3/2020,0,7,,,0,0,0,0,0
GA,8/3/2020,2,6,,,2,0,0,2,0
MD,8/3/2020,77,1003,,,61,16,0,61,16
MC,8/3/2020,0,4,,,0,0,0,0,0
NC,8/3/2020,1,3,,,1,0,0,1,0
PV,8/3/2020,11,149,,,5,6,0,5,6
CE,8/3/2020,0,0,,,0,0,0,0,0
ML,8/3/2020,0,0,,,0,0,0,0,0
AN,9/3/2020,1,71,,,1,0,0,1,0
AR,9/3/2020,7,30,,,3,4,0,2,4
AS,9/3/2020,12,15,,11,1,0,11,2,3
IB,9/3/2020,1,13,,,1,0,7,0,0
CN,9/3/2020,1,25,,,1,0,0,0,0
CB,9/3/2020,0,12,,,0,0,0,0,0
CM,9/3/2020,34,39,,31,3,0,31,3,0
CL,9/3/2020,2,56,,,2,0,21,0,0
CT,9/3/2020,40,82,,31,7,2,31,5,2
VC,9/3/2020,182,50,,171,10,1,155,5,1
EX,9/3/2020,0,8,,,0,0,153,9,1
GA,9/3/2020,2,22,,,2,0,0,2,0
MD,9/3/2020,141,1508,,,120,21,0,118,21
MC,9/3/2020,0,9,,,0,0,0,61,16
NC,9/3/2020,2,12,,,2,0,0,2,0
PV,9/3/2020,11,195,,,5,6,0,4,6
RI,8/3/2020,1,102,,,1,0,0,4,6
RI,9/3/2020,2,155,,,1,1,0,1,1
CE,9/3/2020,0,0,,,0,0,0,0,0
ML,9/3/2020,0,0,,,0,0,0,1,0
AN,10/3/2020,35,90,,32,3,0,32,0,4
AR,10/3/2020,29,38,,22,3,4,11,2,4
AS,10/3/2020,15,32,,13,2,0,13,1,0
IB,10/3/2020,9,16,,8,1,0,8,0,0
CN,10/3/2020,11,37,,10,1,0,10,1,0
CB,10/3/2020,0,12,,0,0,0,31,3,0
CM,10/3/2020,51,71,,46,5,0,46,3,0
CL,10/3/2020,29,71,,24,5,0,7,2,2
CT,10/3/2020,61,123,,50,8,3,121,2,2
VC,10/3/2020,213,65,,200,12,1,200,12,1
EX,10/3/2020,3,9,,1,1,1,1,1,1
GA,10/3/2020,9,35,,7,2,0,7,118,21
MD,10/3/2020,786,2213,,571,184,31,571,184,31
MC,10/3/2020,5,11,,5,0,0,5,2,0
NC,10/3/2020,13,46,,10,3,0,10,2,6
PV,10/3/2020,123,225,,102,15,6,102,14,6
RI,10/3/2020,16,185,,13,1,2,13,0,1
CE,10/3/2020,0,0,,0,0,0,0,0,0
ML,10/3/2020,0,0,,0,0,0,0,0,0
AN,11/3/2020,54,115,,50,4,0,18,1,0
AR,11/3/2020,37,45,,28,3,6,6,0,2
AS,11/3/2020,17,37,,15,2,0,2,0,0
IB,11/3/2020,11,22,,8,2,1,0,1,1
CN,11/3/2020,18,51,,15,3,0,5,2,0
CB,11/3/2020,3,16,,3,0,0,3,0,0
CM,11/3/2020,82,115,,72,9,1,26,4,1
CL,11/3/2020,32,92,,25,7,0,1,2,0
CT,11/3/2020,96,202,,74,16,6,24,8,3
VC,11/3/2020,248,76,,232,15,1,32,3,0
EX,11/3/2020,5,19,,3,1,1,2,0,0
GA,11/3/2020,9,35,,7,2,0,0,0,0
MD,11/3/2020,1162,2943,,868,238,56,297,54,25
MC,11/3/2020,6,26,,5,1,0,0,1,0
NC,11/3/2020,20,73,,17,3,0,7,0,0
PV,11/3/2020,175,346,,146,18,11,44,3,5
RI,11/3/2020,24,220,,21,1,2,8,0,0
CE,11/3/2020,0,0,,0,0,0,0,0,0
ML,11/3/2020,0,0,,0,0,0,0,0,0
AN,12/3/2020,100,219,,92,8,0,42,4,0
AR,12/3/2020,40,64,,30,3,7,2,0,1
AS,12/3/2020,21,40,,18,2,1,3,0,1
IB,12/3/2020,11,28,,8,2,1,0,0,0
CN,12/3/2020,18,70,,15,3,0,0,0,0
CB,12/3/2020,3,29,,3,0,0,0,0,0
CM,12/3/2020,143,194,,128,10,5,56,1,4
CL,12/3/2020,34,169,,25,8,1,0,1,1
CT,12/3/2020,168,349,,137,22,9,63,6,3
VC,12/3/2020,294,94,,271,22,1,39,7,0
EX,12/3/2020,5,39,,3,1,1,0,0,0
GA,12/3/2020,21,85,,15,6,0,8,4,0
MD,12/3/2020,1678,3732,,1290,307,81,422,69,25
MC,12/3/2020,10,35,,8,2,0,3,1,0
NC,12/3/2020,32,130,,28,4,0,11,1,0
PV,12/3/2020,213,417,,179,20,14,33,2,3
RI,12/3/2020,32,259,,27,2,3,6,1,1
CE,12/3/2020,0,0,,0,0,0,0,0,0
ML,12/3/2020,3,2,,3,0,0,3,0,0
AN,13/3/2020,102,269,,92,8,2,0,0,2
AR,13/3/2020,54,80,,42,5,7,12,2,0
AS,13/3/2020,28,86,,24,2,2,6,0,1
IB,13/3/2020,11,28,,8,2,1,0,0,0
CN,13/3/2020,22,90,,15,6,1,0,3,1
CB,13/3/2020,3,31,,3,0,0,0,0,0
CM,13/3/2020,219,289,,191,22,6,63,12,1
CL,13/3/2020,43,223,,25,15,3,0,7,2
CT,13/3/2020,242,558,,200,29,13,63,7,4
VC,13/3/2020,340,130,,307,29,4,36,7,3
EX,13/3/2020,6,66,,3,1,2,0,0,1
GA,13/3/2020,38,115,,32,6,0,17,0,0
MD,13/3/2020,2155,4672,,1699,370,86,409,63,5
MC,13/3/2020,10,47,,8,2,0,0,0,0
NC,13/3/2020,32,146,,28,4,0,0,0,0
PV,13/3/2020,215,521,,179,22,14,0,2,0
RI,13/3/2020,43,292,,38,2,3,11,0,0
CE,13/3/2020,0,0,,0,0,0,0,0,0
ML,13/3/2020,3,3,,3,0,0,0,0,0
AN,14/3/2020,106,437,,92,8,6,0,0,4
AR,14/3/2020,71,121,,59,5,7,17,0,0
AS,14/3/2020,33,123,,28,3,2,4,1,0
IB,14/3/2020,11,42,,8,2,1,0,0,0
CN,14/3/2020,22,109,,15,6,1,0,0,0
CB,14/3/2020,3,51,,3,0,0,0,0,0
CM,14/3/2020,313,401,,247,56,10,56,34,4
CL,14/3/2020,73,292,,45,22,6,20,7,3
CT,14/3/2020,342,742,,287,40,15,87,11,2
VC,14/3/2020,381,409,,339,37,5,32,8,1
EX,14/3/2020,10,95,,7,1,2,4,0,0
GA,14/3/2020,40,195,,32,6,2,0,0,2
MD,14/3/2020,2889,5576,,2207,469,213,508,99,127
MC,14/3/2020,15,71,,13,2,0,5,0,0
NC,14/3/2020,38,183,,34,4,0,6,0,0
PV,14/3/2020,314,630,,262,29,23,83,7,9
RI,14/3/2020,68,300,,58,7,3,20,5,0
CE,14/3/2020,0,1,,0,0,0,0,0,0
ML,14/3/2020,4,8,,4,0,0,1,0,0
AN,15/3/2020,215,554,,197,11,7,105,3,1
AR,15/3/2020,82,147,,64,7,11,5,2,4
AS,15/3/2020,44,160,,39,3,2,11,0,0
IB,15/3/2020,26,73,,21,4,1,13,2,0
CN,15/3/2020,50,119,,40,9,1,25,3,0
CB,15/3/2020,20,58,,18,2,0,15,2,0
CM,15/3/2020,414,567,,319,78,17,72,22,7
CL,15/3/2020,133,334,,95,29,9,50,7,3
CT,15/3/2020,447,1017,,375,52,20,88,12,5
VC,15/3/2020,442,409,,390,47,5,51,10,0
EX,15/3/2020,13,111,,9,2,2,2,1,0
GA,15/3/2020,59,245,,49,8,2,17,2,0
MD,15/3/2020,3526,6392,,2747,566,213,540,97,0
MC,15/3/2020,15,77,,13,2,0,0,0,0
NC,15/3/2020,64,274,,58,5,1,24,1,1
PV,15/3/2020,314,630,,262,29,23,0,0,0
RI,15/3/2020,81,312,,64,13,4,6,6,1
CE,15/3/2020,0,1,,0,0,0,0,0,0
ML,15/3/2020,4,8,,4,0,0,0,0,0
AN,16/3/2020,253,683,,229,13,11,32,2,4
AR,16/3/2020,95,207,,74,9,12,10,2,1
AS,16/3/2020,65,224,,57,6,2,18,3,0
IB,16/3/2020,31,92,,26,4,1,5,0,0
CN,16/3/2020,71,148,,56,13,2,16,4,1
CB,16/3/2020,20,58,,18,2,0,0,0,0
CM,16/3/2020,514,567,,402,95,17,83,17,0
CL,16/3/2020,143,431,,95,36,12,0,7,3
CT,16/3/2020,621,1414,,525,73,23,150,21,3
VC,16/3/2020,521,541,,456,52,13,66,5,8
EX,16/3/2020,21,153,,13,5,3,4,3,1
GA,16/3/2020,64,292,,49,12,3,0,4,1
MD,16/3/2020,4371,7653,,3314,702,355,567,136,142
MC,16/3/2020,21,97,,18,3,0,5,1,0
NC,16/3/2020,84,313,,72,10,2,14,5,1
PV,16/3/2020,378,765,,309,33,36,47,4,13
RI,16/3/2020,100,355,,82,13,5,18,0,1
CE,16/3/2020,0,1,,0,0,0,0,0,0
ML,16/3/2020,4,17,,4,0,0,0,0,0
AN,17/3/2020,359,859,,319,21,19,90,8,8
AR,17/3/2020,103,226,,81,9,13,7,0,1
AS,17/3/2020,89,269,,78,9,2,21,3,0
IB,17/3/2020,34,112,,29,4,1,3,0,0
CN,17/3/2020,93,181,,73,17,3,17,4,1
CB,17/3/2020,29,68,,25,3,1,7,1,1
CM,17/3/2020,649,675,,498,123,28,96,28,11
CL,17/3/2020,353,668,,281,50,22,186,14,10
CT,17/3/2020,813,1866,,679,101,33,154,28,10
VC,17/3/2020,617,726,,530,65,22,74,13,9
EX,17/3/2020,34,194,,22,6,6,9,1,3
GA,17/3/2020,83,341,,63,17,3,14,5,0
MD,17/3/2020,5174,9601,,3934,850,390,620,148,35
MC,17/3/2020,26,122,,22,4,0,4,1,0
NC,17/3/2020,106,386,,93,10,3,21,0,1
PV,17/3/2020,430,973,,353,37,40,44,4,4
RI,17/3/2020,117,419,,99,13,5,17,0,0
CE,17/3/2020,0,1,,0,0,0,0,0,0
ML,17/3/2020,4,20,,4,0,0,0,0,0
AN,18/3/2020,432,1008,,384,25,23,65,4,4
AR,18/3/2020,130,281,,101,14,15,20,5,2
AS,18/3/2020,118,310,,105,11,2,27,2,0
IB,18/3/2020,40,169,,31,7,2,2,3,1
CN,18/3/2020,108,220,,82,23,3,9,6,0
CB,18/3/2020,45,83,,40,4,1,15,1,0
CM,18/3/2020,836,801,,633,161,42,135,38,14
CL,18/3/2020,454,868,,362,63,29,81,13,7
CT,18/3/2020,996,2702,,825,118,53,146,17,20
VC,18/3/2020,756,921,,647,85,24,117,20,2
EX,18/3/2020,50,241,,33,9,8,11,3,2
GA,18/3/2020,128,453,,100,24,4,37,7,1
MD,18/3/2020,6383,11356,,4874,1011,498,940,161,108
MC,18/3/2020,42,167,,36,6,0,14,2,0
NC,18/3/2020,147,482,,132,11,4,39,1,1
PV,18/3/2020,552,1190,,455,44,53,102,7,13
RI,18/3/2020,141,468,,121,15,5,22,2,0
CE,18/3/2020,0,1,,0,0,0,0,0,0
ML,18/3/2020,4,23,,4,0,0,0,0,0
AN,19/3/2020,569,1287,,501,38,30,117,13,7
AR,19/3/2020,172,360,,127,28,17,26,14,2
AS,19/3/2020,146,429,,129,13,4,24,2,2
IB,19/3/2020,60,203,,48,10,2,17,3,0
CN,19/3/2020,144,287,,115,25,4,33,2,1
CB,19/3/2020,69,144,,61,7,1,21,3,0
CM,19/3/2020,973,1044,,751,180,42,118,19,0
CL,19/3/2020,594,1147,,476,75,43,114,12,14
CT,19/3/2020,1262,3270,,994,175,93,169,57,40
VC,19/3/2020,911,1105,,777,101,33,130,16,9
EX,19/3/2020,72,297,,50,12,10,17,3,2
GA,19/3/2020,177,578,,138,34,5,38,10,1
MD,19/3/2020,8013,13399,,6189,1196,628,1315,185,130
MC,19/3/2020,58,204,,47,11,0,11,5,0
NC,19/3/2020,196,554,,172,19,5,40,8,1
PV,19/3/2020,674,1465,,550,53,71,95,9,18
RI,19/3/2020,144,497,,122,15,7,1,0,2
CE,19/3/2020,0,5,,0,0,0,0,0,0
ML,19/3/2020,6,24,,5,1,0,1,1,0
